enrollment,direct_certification,meps_poverty_pct,meps_mod_poverty_pct,title_i_binary,school_level_clean_High,school_level_clean_Middle,school_level_clean_Other,school_type_clean_Regular school,school_type_clean_Specialized,charter_Yes,y
339.0,161.0,15.851426,14.554226,1,False,False,False,True,False,False,0
324.0,129.0,15.842379,20.749634,1,False,False,False,True,False,False,1
711.0,99.0,3.610277,2.022019,0,True,False,False,True,False,False,0
797.0,432.0,19.366518,23.781343,1,False,True,False,True,False,False,0
763.0,132.0,6.486327,4.469525,0,True,False,False,True,False,False,0
719.0,129.0,7.235019,5.218217,0,False,True,False,True,False,False,0
1294.0,99.0,1.420707,3.368654,0,True,False,False,True,False,False,0
581.0,465.0,29.88011,31.313437,1,False,False,False,True,False,False,1
650.0,187.0,10.489355,9.297793,1,False,True,False,True,False,False,0
354.0,188.0,20.626732,21.522245,1,False,False,False,True,False,True,0
443.0,30.0,3.481437,3.328247,1,False,False,False,True,False,True,0
762.0,302.0,14.280945,17.056389,0,False,True,False,True,False,False,1
231.0,33.0,4.261314,2.942294,0,False,False,False,True,False,False,0
388.0,103.0,8.540622,10.389787,1,False,False,False,True,False,False,0
594.0,39.0,1.566804,3.035643,0,False,False,False,True,False,False,0
296.0,198.0,22.767199,23.376186,1,False,False,False,True,False,True,1
529.0,96.0,5.949913,6.603988,1,False,False,False,True,False,False,0
391.0,56.0,3.117002,3.771076,0,False,True,False,True,False,False,0
354.0,150.0,15.382298,11.897374,1,True,False,False,True,False,True,0
183.0,32.0,5.719169,5.1,1,False,False,False,True,False,False,0
157.0,42.0,11.282959,8.281078,1,False,False,False,True,False,False,1
257.0,24.0,2.534609,5.182524,1,False,False,False,True,False,False,0
310.0,149.0,16.05103,21.593143,1,False,False,False,True,False,False,0
1244.0,280.0,6.606322,7.580236,0,True,False,False,True,False,False,0
521.0,59.0,4.400627,3.500905,0,False,True,False,True,False,False,0
1340.0,195.0,3.829532,3.646762,0,True,False,False,True,False,False,0
370.0,22.0,1.350508,2.245613,0,False,False,False,True,False,False,0
663.0,130.0,7.291783,9.954069,1,False,True,False,True,False,False,0
491.0,51.0,4.073445,4.292991,0,False,True,False,True,False,False,0
407.0,82.0,5.782401,3.973656,0,True,False,False,True,False,False,0
1223.0,125.0,2.317732,2.214105,1,True,False,False,False,True,False,0
575.0,435.0,28.350586,33.257843,1,False,False,False,True,False,False,1
447.0,22.0,0.993019,2.634546,0,False,False,False,True,False,False,0
590.0,32.0,2.341142,2.436767,0,False,True,False,True,False,False,0
854.0,191.0,6.556515,6.591348,1,True,False,False,False,True,False,0
439.0,27.0,1.421848,6.358199,0,False,False,False,True,False,False,0
469.0,221.0,15.197098,20.104357,1,True,False,False,False,False,False,0
182.0,112.0,20.228996,25.136253,1,True,False,False,False,False,False,1
700.0,218.0,11.462717,16.369974,1,True,False,False,True,False,True,0
474.0,286.0,19.809849,24.717106,1,True,False,False,True,False,False,0
404.0,226.0,18.42009,23.327347,1,True,False,False,True,False,True,0
471.0,314.0,23.861492,28.768747,1,True,False,False,True,False,True,1
366.0,242.0,21.828154,26.735413,1,True,False,False,True,False,False,0
1781.0,607.0,12.343648,17.250904,1,True,False,False,True,False,False,0
2453.0,411.0,6.296061,11.203318,1,True,False,False,True,False,False,0
463.0,195.0,15.292862,20.200119,1,True,False,False,True,False,True,0
938.0,468.0,19.504976,24.412233,1,False,False,False,True,False,True,1
287.0,117.0,17.872265,22.779522,1,False,False,False,True,False,False,0
480.0,117.0,7.257942,6.208171,0,True,False,False,True,False,False,0
683.0,162.0,8.726647,7.676876,1,False,True,False,True,False,False,0
449.0,133.0,12.284592,11.23482,0,False,False,False,True,False,False,1
478.0,329.0,25.968922,30.383747,1,False,False,False,True,False,False,1
421.0,40.0,2.591384,1.691662,0,False,False,False,True,False,False,0
333.0,137.0,13.634586,18.049412,0,False,False,False,True,False,False,1
560.0,29.0,1.082674,2.916006,1,False,False,False,True,False,False,0
356.0,49.0,4.079237,4.298782,1,False,False,False,True,False,False,0
299.0,24.0,2.417517,2.7,1,False,False,False,True,False,False,0
488.0,14.0,0.276519,1.640639,0,False,False,False,True,False,False,0
316.0,114.0,11.866695,12.702809,0,False,False,False,True,False,False,0
1801.0,301.0,4.583674,5.712831,0,True,False,False,True,False,False,0
260.0,179.0,25.975101,28.596233,1,False,False,False,True,False,False,1
1333.0,808.0,21.604445,23.280663,1,False,True,False,True,False,False,1
301.0,174.0,19.45153,21.127748,1,False,False,False,True,False,False,1
308.0,181.0,22.601835,27.509094,1,False,False,False,True,False,True,1
274.0,102.0,14.938908,14.648533,1,False,False,False,True,False,False,1
572.0,32.0,1.227812,3.061144,0,False,False,False,True,False,False,0
510.0,72.0,5.375555,5.737268,0,False,True,False,True,False,False,0
1463.0,192.0,3.330939,3.692653,0,True,False,False,True,False,False,0
553.0,95.0,7.941873,7.191934,1,False,False,False,True,False,False,0
682.0,476.0,23.110655,28.017912,1,True,False,False,True,False,False,0
317.0,289.0,31.095032,41.286224,1,False,False,False,True,False,False,1
286.0,51.0,5.839871,11.600001,1,False,False,False,True,False,False,0
997.0,253.0,9.30507,10.278985,0,False,True,False,True,False,False,0
456.0,101.0,6.48105,7.000087,1,True,False,False,False,True,False,0
1278.0,323.0,7.57167,10.347114,1,True,False,False,False,True,False,0
382.0,150.0,14.153364,16.913565,0,False,True,False,True,False,False,0
543.0,20.0,0.560764,1.063174,0,False,False,False,True,False,False,0
176.0,126.0,23.737572,19.632841,0,True,False,False,True,False,False,1
4123.0,2036.0,15.985894,11.881165,0,True,False,False,True,False,False,0
655.0,30.0,2.04671,5.003005,1,True,False,False,True,False,False,0
1736.0,815.0,17.5036,22.410854,1,False,False,True,True,False,True,0
311.0,90.0,9.716426,17.5,1,False,False,False,True,False,False,0
647.0,336.0,17.400885,13.296156,1,False,False,False,True,False,False,1
2080.0,266.0,3.213926,4.164152,0,True,False,False,True,False,False,0
502.0,68.0,6.673785,5.252403,0,False,False,False,True,False,False,0
457.0,123.0,8.669159,8.896832,1,False,False,False,True,False,False,0
476.0,237.0,16.653242,18.998732,1,False,False,False,True,False,False,0
524.0,64.0,3.538138,5.006977,0,False,False,False,True,False,False,0
502.0,105.0,6.57558,7.185504,1,False,False,False,True,False,False,0
273.0,97.0,14.347259,9.978067,1,False,False,False,True,False,False,0
900.0,145.0,5.239177,4.281251,1,False,False,False,True,False,False,0
505.0,52.0,2.869155,3.877877,1,False,False,False,True,False,False,0
1064.0,119.0,2.653999,4.114218,0,True,False,False,True,False,False,0
623.0,354.0,20.280472,21.7138,0,False,True,False,True,False,False,1
1034.0,597.0,18.902164,20.335493,0,True,False,False,True,False,False,0
293.0,220.0,25.482025,26.915356,1,False,False,False,True,False,False,1
506.0,73.0,4.310583,5.425153,1,False,False,False,True,False,False,0
461.0,124.0,11.334074,10.945496,1,False,False,False,True,False,False,0
386.0,32.0,2.168701,1.268979,0,False,False,False,True,False,False,0
427.0,23.0,1.155218,2.796745,0,False,False,False,True,False,False,0
391.0,28.0,1.774639,0.874917,0,False,False,False,True,False,False,0
1027.0,355.0,13.037634,13.873747,0,False,False,False,True,False,False,0
413.0,68.0,5.021905,5.895268,1,False,False,False,True,False,False,0
1965.0,593.0,9.283388,10.178902,0,True,False,False,True,False,False,0
248.0,104.0,15.084733,15.980247,0,False,True,False,True,False,False,1
342.0,97.0,11.845235,12.740749,1,False,False,False,True,False,False,0
535.0,209.0,14.083004,16.428492,0,False,True,False,True,False,False,0
376.0,294.0,29.236874,30.670202,1,False,False,False,True,False,False,1
982.0,134.0,3.513098,3.54793,0,True,False,False,True,False,False,0
242.0,46.0,7.227415,5.094459,1,False,True,False,True,False,True,0
590.0,214.0,11.410032,9.277077,1,True,False,False,False,True,False,0
329.0,134.0,16.161621,17.83784,1,False,False,False,True,False,False,0
358.0,103.0,9.317054,8.997788,1,False,False,False,True,False,False,1
606.0,24.0,2.695955,2.3,0,False,False,False,True,False,False,0
358.0,286.0,27.158382,32.700497,1,False,False,False,True,False,False,0
739.0,572.0,26.290571,32.01927,1,False,False,False,True,False,False,0
252.0,115.0,15.203035,15.812023,1,False,False,False,True,False,False,0
784.0,201.0,10.894199,7.551792,1,False,False,False,True,False,False,0
792.0,176.0,8.204271,4.861863,0,True,False,False,True,False,False,0
730.0,320.0,17.245747,22.787859,1,False,False,False,True,False,False,0
414.0,34.0,4.812334,3.839093,0,False,False,False,True,False,False,0
451.0,62.0,4.073367,5.187936,1,False,False,False,True,False,False,0
717.0,247.0,10.774074,12.449372,1,True,False,False,False,True,False,0
567.0,27.0,3.607962,4.411463,0,False,False,False,True,False,False,0
197.0,62.0,10.259821,8.818917,1,False,False,False,True,False,False,1
394.0,136.0,11.322847,11.003582,1,False,False,False,True,False,False,0
239.0,47.0,6.479675,6.065256,0,False,False,False,True,False,False,0
404.0,27.0,1.607819,6.54417,1,False,False,False,True,False,False,0
362.0,119.0,10.748755,11.722669,1,False,False,False,True,False,False,0
259.0,78.0,9.786453,11.854267,0,False,False,False,True,False,False,0
634.0,148.0,8.59575,11.35595,0,False,True,False,True,False,False,0
372.0,47.0,4.857864,5.165459,0,False,True,False,True,False,False,0
419.0,117.0,9.362066,12.280459,1,False,False,False,True,False,False,0
500.0,412.0,28.035046,29.468372,1,False,False,False,True,False,False,0
434.0,285.0,24.86591,26.299238,1,False,False,False,True,False,False,1
322.0,106.0,10.764924,13.043812,1,False,False,False,True,False,False,1
330.0,76.0,7.313413,10.073612,0,False,False,False,True,False,False,0
443.0,130.0,12.188257,11.310766,1,False,False,False,True,False,False,1
494.0,92.0,5.775312,6.889881,1,False,False,False,True,False,False,0
753.0,59.0,3.182854,2.283132,0,False,True,False,True,False,False,0
466.0,46.0,0.390578,1.593877,0,False,True,False,True,False,False,0
527.0,373.0,26.649364,31.556622,1,False,False,False,True,False,False,1
249.0,31.0,3.620529,3.515763,0,False,False,False,True,False,False,0
761.0,257.0,11.062329,13.145079,1,False,False,False,True,False,False,0
488.0,168.0,10.766092,13.387229,1,True,False,False,False,True,False,0
282.0,165.0,19.69701,25.239124,1,False,False,False,True,False,False,1
914.0,118.0,4.954152,4.765373,0,False,True,False,True,False,False,0
581.0,341.0,22.430996,27.338251,1,False,False,False,True,False,False,1
237.0,24.0,2.809664,1.010819,0,False,False,False,True,False,False,0
515.0,235.0,17.872408,18.57,1,False,False,False,True,False,False,0
920.0,603.0,21.626858,26.534113,1,True,False,False,True,False,False,0
471.0,103.0,6.907863,9.25335,0,False,False,False,True,False,False,0
501.0,353.0,26.538055,27.235647,1,False,False,False,True,False,False,1
691.0,124.0,6.711408,5.784094,0,False,True,False,True,False,False,0
310.0,226.0,24.720413,21.90813,1,False,False,False,True,False,False,1
242.0,77.0,13.051335,10.918381,1,False,False,False,True,False,False,1
1479.0,163.0,2.59702,3.711589,0,True,False,False,True,False,False,0
1538.0,953.0,20.377377,26.184828,1,True,False,False,True,False,False,1
119.0,47.0,15.73103,13.573366,1,False,False,False,True,False,False,0
419.0,373.0,31.51902,41.710217,1,False,True,False,True,False,False,1
316.0,231.0,25.962437,36.15363,1,False,True,False,True,False,False,0
554.0,119.0,6.772366,5.184107,0,False,True,False,True,False,False,1
492.0,14.0,0.609128,2.8,1,False,False,False,True,False,False,0
82.0,69.0,29.817465,34.23229,0,True,False,False,False,False,False,1
1365.0,588.0,13.785419,18.200245,0,True,False,False,True,False,False,0
950.0,479.0,16.34872,20.763544,0,True,False,False,True,False,False,0
52.0,10.0,3.657306,8.647614,0,False,False,False,True,False,False,0
364.0,41.0,4.379463,4.687058,0,False,True,False,True,False,False,0
395.0,73.0,7.043391,9.38888,1,False,True,False,True,False,True,0
377.0,156.0,16.388428,14.967047,1,False,False,False,True,False,False,1
283.0,158.0,18.381626,23.288883,1,True,False,False,True,False,True,0
272.0,158.0,19.169676,24.076933,1,True,False,False,True,False,True,0
236.0,162.0,22.85395,28.396065,1,True,False,False,True,False,True,0
474.0,361.0,28.527948,29.961277,1,False,False,False,True,False,False,1
383.0,128.0,10.939825,12.632423,1,False,False,False,True,False,False,0
552.0,394.0,25.360558,26.793884,0,True,False,False,True,False,False,1
306.0,220.0,25.541569,30.448824,1,False,True,False,True,False,False,1
554.0,352.0,22.624565,28.432014,1,False,True,False,True,False,False,1
260.0,207.0,29.733854,31.167183,1,False,False,False,True,False,False,1
197.0,36.0,5.653372,6.114576,1,False,False,False,True,False,False,0
193.0,67.0,10.759439,9.0,1,False,False,False,True,False,False,1
1663.0,876.0,17.135717,18.811937,1,True,False,False,True,False,False,0
542.0,21.0,0.627532,1.894884,0,False,False,False,True,False,False,0
565.0,229.0,13.421622,16.181822,1,False,False,False,True,False,False,0
280.0,96.0,11.241856,13.091022,1,False,False,False,True,False,False,0
680.0,252.0,14.880462,12.935684,1,False,False,False,True,False,False,1
746.0,280.0,14.073133,12.128355,1,False,True,False,True,False,False,1
457.0,151.0,10.282811,8.338034,0,True,False,False,True,False,False,0
502.0,62.0,6.25662,5.968787,1,False,False,False,True,False,False,0
429.0,79.0,8.373234,8.50155,0,False,False,False,True,False,False,0
639.0,479.0,25.43859,27.114809,1,False,False,False,True,False,False,1
345.0,183.0,22.302149,27.209408,1,False,False,True,True,False,True,1
846.0,41.0,2.139615,4.366009,0,True,False,False,True,False,False,0
715.0,83.0,4.499756,5.614326,0,False,True,False,True,False,False,0
255.0,87.0,11.183196,10.369384,1,False,False,False,True,False,False,0
361.0,222.0,23.409643,26.030779,1,False,False,False,True,False,False,1
759.0,321.0,15.879047,16.576637,1,False,False,False,True,False,True,1
713.0,44.0,4.099812,3.911032,0,False,False,False,True,False,False,0
536.0,265.0,17.704117,18.313105,1,False,True,False,True,False,False,0
278.0,38.0,6.716801,7.033869,0,False,False,False,True,False,False,0
106.0,37.0,14.128949,9.759759,1,False,False,False,True,False,False,1
507.0,379.0,28.036911,29.470242,1,False,False,False,True,False,False,1
389.0,274.0,23.334833,28.24209,1,True,False,False,True,False,False,1
79.0,54.0,22.607952,27.51521,1,True,False,False,True,False,False,1
365.0,131.0,13.119742,14.015256,1,True,False,False,True,False,True,0
587.0,407.0,23.475214,28.894619,1,False,False,False,True,False,False,0
320.0,164.0,19.97847,25.397873,1,False,False,False,True,False,True,0
400.0,215.0,22.548744,27.968147,1,False,False,False,True,False,True,0
320.0,167.0,20.305685,25.725088,1,False,False,False,True,False,True,0
320.0,136.0,14.108864,17.179403,1,False,False,False,True,False,False,1
1081.0,330.0,14.298487,11.677216,0,False,False,False,True,False,False,0
1273.0,76.0,1.629807,2.4,1,True,False,False,True,False,False,0
726.0,53.0,0.666142,3.119243,0,False,True,False,True,False,False,0
976.0,548.0,20.569933,21.406046,1,False,True,False,True,False,False,1
450.0,206.0,19.766224,24.673481,1,False,False,False,True,False,True,1
368.0,289.0,27.858124,38.049316,1,True,False,False,True,False,False,1
138.0,35.0,8.468099,5.9,0,False,False,False,True,False,False,0
219.0,83.0,12.50318,12.398414,1,False,False,False,True,False,False,0
520.0,24.0,0.886107,1.427889,0,False,False,False,True,False,False,0
302.0,18.0,4.026221,7.965814,0,False,False,False,True,False,False,0
410.0,47.0,3.276255,2.376533,1,False,False,False,True,False,False,0
492.0,134.0,8.781235,9.755149,1,False,False,False,True,False,False,0
412.0,146.0,11.643649,13.68932,1,False,False,False,True,False,False,0
665.0,426.0,24.304655,28.094467,1,False,False,False,True,False,False,0
408.0,125.0,10.309194,14.448423,1,False,False,False,True,False,False,1
446.0,336.0,28.240347,27.626192,1,False,False,False,True,False,False,1
307.0,62.0,8.994683,10.0263,0,False,False,False,True,False,False,0
529.0,39.0,1.84838,1.6596,0,False,False,False,True,False,False,0
944.0,520.0,22.869705,27.776962,1,False,False,False,True,False,False,1
295.0,196.0,25.135523,30.042782,1,False,False,False,True,False,False,1
312.0,30.0,2.631242,2.645384,0,False,False,False,True,False,False,0
289.0,16.0,1.207542,3.855458,1,False,False,False,True,False,False,0
582.0,205.0,12.742023,12.960079,0,False,True,False,True,False,False,1
481.0,23.0,0.944156,2.308276,0,False,False,False,True,False,False,0
348.0,86.0,9.073495,6.002837,0,False,True,False,True,False,False,1
365.0,10.0,0.231452,0.548672,0,False,False,False,True,False,False,0
466.0,353.0,25.714392,35.905586,1,False,False,False,True,False,False,0
388.0,42.0,3.053341,5.001288,1,False,False,False,True,False,False,0
524.0,125.0,8.774141,8.902458,0,False,True,False,True,False,False,0
215.0,31.0,4.307696,4.436013,0,False,False,False,True,False,False,0
403.0,73.0,8.268254,9.479865,1,False,False,False,True,False,False,0
92.0,35.0,15.224134,20.131388,1,False,False,False,True,False,False,1
941.0,129.0,3.535156,3.768656,0,True,False,False,True,False,False,0
1072.0,172.0,4.350468,3.720211,0,True,False,False,True,False,False,0
966.0,204.0,7.818873,7.188616,0,False,True,False,True,False,False,0
457.0,366.0,29.898643,34.8059,1,False,False,False,True,False,False,1
649.0,146.0,8.299879,7.9113,0,False,True,False,True,False,False,0
647.0,92.0,4.238195,5.201747,1,False,False,False,True,False,False,0
293.0,98.0,10.42435,7.717482,0,True,False,False,True,False,False,0
451.0,60.0,3.918589,4.226183,0,False,False,False,True,False,False,0
231.0,45.0,6.074441,5.921252,1,False,False,False,True,False,False,0
460.0,44.0,2.613732,2.921327,0,False,False,False,True,False,False,0
356.0,19.0,1.137997,1.233622,1,False,False,False,True,False,False,0
499.0,75.0,4.521111,4.555943,1,False,False,False,True,False,False,0
354.0,228.0,22.927826,27.835083,1,True,False,False,True,False,False,1
734.0,146.0,5.692908,4.533394,0,True,False,False,True,False,False,0
603.0,134.0,8.204271,7.044759,0,False,True,False,True,False,False,0
390.0,25.0,1.512565,3.738958,1,False,False,False,True,False,False,0
401.0,73.0,5.969822,5.5,1,False,False,False,True,False,False,0
200.0,7.0,0.496807,1.354115,0,False,False,False,True,False,False,0
580.0,67.0,3.647827,4.851127,1,False,False,False,True,False,False,0
207.0,44.0,4.36418,6.3,1,False,False,False,True,False,False,0
447.0,197.0,19.025812,23.93307,1,False,False,False,True,False,False,1
1029.0,378.0,13.269517,10.552418,0,True,False,False,True,False,False,0
56.0,36.0,23.410376,24.097599,0,False,False,True,True,False,False,1
313.0,164.0,15.232928,13.837285,1,False,False,False,True,False,False,1
463.0,76.0,5.004383,5.52342,1,False,False,False,True,False,False,0
392.0,70.0,6.68074,7.199778,0,False,True,False,True,False,False,0
909.0,127.0,3.626802,4.14584,0,True,False,False,True,False,False,0
1398.0,523.0,11.807715,17.536415,1,True,False,False,False,True,False,0
252.0,65.0,8.277896,6.864517,0,False,False,False,True,False,False,1
1559.0,696.0,14.332372,15.765701,0,True,False,False,True,False,False,0
556.0,31.0,2.394129,1.225356,0,False,True,False,True,False,False,0
448.0,41.0,2.469433,0.761643,0,False,False,False,True,False,False,0
778.0,484.0,25.356888,30.264145,1,False,False,False,True,False,False,1
1352.0,566.0,18.255274,15.634005,1,False,False,False,True,False,False,0
285.0,89.0,10.174655,11.303813,1,False,False,False,True,False,False,0
583.0,96.0,6.195386,6.714423,0,False,True,False,True,False,False,0
375.0,60.0,4.859646,4.184124,1,False,False,False,True,False,False,0
382.0,51.0,3.410192,2.73467,0,True,False,False,True,False,False,0
440.0,89.0,6.335079,4.74825,1,False,False,False,True,False,False,0
348.0,67.0,7.167889,6.492367,0,False,True,False,True,False,False,0
231.0,56.0,10.40719,9.21563,1,False,False,False,True,False,False,0
665.0,36.0,1.435532,3.845569,0,True,False,False,True,False,False,0
527.0,15.0,2.237205,4.647242,1,False,True,False,True,False,False,0
250.0,19.0,1.927818,2.785126,0,False,False,False,True,False,False,0
629.0,403.0,21.637362,17.53263,1,False,False,False,True,False,False,1
692.0,352.0,18.202091,18.899683,1,False,True,False,True,False,False,0
488.0,220.0,17.680756,18.378347,1,False,False,False,True,False,False,0
341.0,28.0,4.81184,6.043397,0,False,False,False,True,False,False,0
500.0,257.0,18.388107,19.22422,1,False,True,False,True,False,False,1
736.0,477.0,21.895582,17.790852,1,False,False,False,True,False,False,1
189.0,134.0,26.691765,31.599022,1,False,False,False,True,False,False,1
501.0,65.0,4.97641,6.337066,1,False,True,False,True,False,False,0
737.0,190.0,9.446098,9.341332,0,False,True,False,True,False,False,0
606.0,324.0,19.633776,24.541033,1,False,False,True,True,False,False,0
